CLAVE_CASILLA;TOTAL_BOLETAS_SOBRANTES;TOTAL_PERSONAS_VOTARON;TOTAL_REP_PARTIDO_CI_VOTARON;TOTAL_VOTOS_SACADOS;PAN;PRI;PRD;PVEM;PT;UDC;MORENA;C_PAN_PRI_PRD;C_PAN_PRI;C_PAN_PRD;C_PRI_PRD;C_PVEM_UDC;NO_REGISTRADAS;NULOS;TOTAL_VOTOS_ASENTADO;TOTAL_VOTOS_CALCULADO;LISTA_NOMINAL;REPRESENTANTES_PP_CI
'050906C0200;303;305;2;307;9;141;3;2;38;10;81;10;3;0;1;2;0;7;307;307;594;16
'050906C0300;283;322;5;327;9;154;2;13;40;12;82;6;4;1;0;0;0;4;327;327;594;16
'050908B0100;339;295;6;301;17;122;8;21;32;9;80;5;4;0;1;0;0;2;301;301;624;16
'050908C0100;348;290;3;293;8;142;3;21;32;7;58;7;4;0;1;0;0;9;293;292;624;16
'050908C0200;344;293;3;296;10;141;4;18;40;4;64;9;2;0;1;0;0;3;296;296;624;16
'050908C0300;333;303;3;306;9;155;4;30;38;6;46;5;1;0;0;2;0;10;306;306;623;16
'050908C0400;323;311;4;315;12;156;1;9;35;5;78;10;2;1;0;1;0;3;313;313;623;16
'050909B0100;341;219;6;219;7;109;3;12;21;3;51;6;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;8;221;220;669;16
'050909C0100;343;339;3;342;6;155;32;9;29;6;83;8;0;0;0;0;0;14;342;342;669;16
'050909C0200;343;340;2;342;7;149;9;27;36;7;82;13;5;0;1;0;0;6;342;342;669;16
'050909C0300;351;330;4;334;7;145;11;21;43;6;84;7;2;0;1;2;0;5;334;334;669;16
'050910B0100;253;240;2;240;7;97;1;21;19;5;74;2;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;13;0;241;476;16
'050910C0100;259;232;1;233;7;104;2;6;25;4;75;3;1;1;1;0;0;4;233;233;476;16
'050911B0100;221;307;4;311;9;159;0;11;4;6;59;13;2;1;SIN DATO;0;0;7;311;271;518;16
'050911C0100;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;ILEGIBLE;0;518;16
'050912B0100;216;340;3;342;14;178;2;11;43;7;74;8;2;0;0;1;0;2;342;342;543;16
'050912C0100;226;330;3;333;27;173;0;8;37;20;56;8;2;0;0;0;0;2;333;333;543;16
'050913B0100;215;356;3;359;23;166;1;8;54;12;83;7;3;0;0;0;0;2;359;359;559;16
'050913C0100;220;355;0;355;34;159;1;7;46;5;84;9;4;0;1;1;ILEGIBLE;4;355;355;559;16
'050914B0100;208;356;3;358;15;138;5;41;48;8;80;9;3;0;0;0;0;11;358;358;551;16
'050914C0100;202;364;5;367;20;143;4;51;46;4;86;4;SIN DATO;1;SIN DATO;SIN DATO;SIN DATO;8;367;367;551;16
'050915B0100;223;0;0;279;19;114;1;13;37;9;81;2;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;5;279;283;489;16
'050915C0100;228;279;4;279;9;121;2;17;29;1;83;5;2;0;0;2;0;8;279;279;489;16
'050916B0100;164;232;1;239;6;117;1;4;31;5;62;5;3;0;0;0;0;5;259;239;388;16
'050916C0100;187;217;4;217;7;95;0;11;27;13;50;5;3;0;1;0;0;5;217;217;388;16
'050917B0100;375;357;1;357;6;174;7;18;38;5;82;15;4;0;1;0;0;7;357;357;716;16
'050918B0100;229;256;3;259;12;119;7;17;33;1;53;12;SIN DATO;SIN DATO;SIN DATO;1;4;4;259;263;472;16
'050918C0100;224;260;1;260;15;117;4;12;25;9;66;8;2;0;0;1;SIN DATO;7;260;266;471;16
'050919B0100;181;362;2;364;45;202;1;7;33;2;55;7;2;0;0;0;0;9;364;363;529;16
'050919C0100;193;348;3;350;41;178;3;5;39;2;59;11;1;0;0;1;2;8;350;350;529;16
'050920B0100;224;300;0;301;13;150;5;6;34;7;65;11;3;0;0;0;0;7;301;301;508;16
'050920C0100;204;317;2;319;12;144;11;8;49;5;73;5;4;0;2;2;0;4;319;319;507;16
'050921B0100;267;320;1;322;13;150;4;9;24;5;92;15;5;0;0;2;0;3;322;322;573;16
'050921C0100;244;343;2;345;9;154;3;4;48;8;100;8;1;0;1;0;1;8;345;345;573;16
'050922B0100;313;376;1;377;4;170;1;12;34;7;114;11;10;0;1;1;0;12;377;377;674;16
'050922C0100;337;350;0;353;13;167;0;7;39;11;100;7;3;0;0;0;0;6;353;353;673;16
'050923B0100;330;424;3;427;6;256;3;8;30;5;92;11;3;SIN DATO;1;SIN DATO;SIN DATO;12;427;427;741;16
'050923C0100;361;392;3;394;3;250;6;11;25;4;70;11;2;0;0;1;1;10;394;394;740;16
'050924B0100;193;208;1;0;6;105;4;4;15;5;65;2;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;207;387;16
'050924C0100;191;209;2;0;8;88;8;10;22;6;52;8;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;7;209;209;387;16
'050925B0100;214;276;0;276;5;109;16;8;34;7;83;5;1;0;1;0;0;7;276;276;474;16
'050925C0100;236;250;4;254;4;119;4;13;28;3;76;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;7;254;254;474;16
'050926B0100;0;290;602;307;10;125;5;14;35;3;80;3;2;0;0;19;0;11;307;307;587;16
'050926C0100;0;0;0;0;14;138;11;16;34;7;79;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;5;314;304;586;16
'050927B0100;287;323;0;323;7;126;17;22;33;5;88;4;6;0;0;0;0;15;323;323;594;16
'050927C0100;309;297;4;301;9;114;20;14;30;5;87;5;3;1;2;1;0;10;301;301;594;16
'050928B0100;285;289;3;289;8;140;8;16;27;3;70;9;2;1;SIN DATO;SIN DATO;SIN DATO;5;289;289;558;16
'050928C0100;280;291;2;293;15;123;11;15;17;4;88;9;4;0;0;0;0;7;293;293;557;16
'050929B0100;256;281;3;0;8;135;3;9;31;1;79;6;1;0;1;0;0;8;281;282;522;16
'050929C0100;262;270;6;276;10;130;2;9;23;4;80;8;0;0;0;0;0;10;276;276;522;16
'050929C0200;274;260;5;265;4;138;7;2;28;5;68;6;3;0;0;1;0;3;265;265;522;16
'050930B0100;345;408;3;411;9;168;5;13;58;7;132;10;3;0;0;0;0;6;411;411;740;16
'050930C0100;326;429;3;0;14;209;2;14;51;9;101;13;0;0;0;0;0;16;429;429;739;16
'050930C0200;333;421;2;421;8;175;5;9;67;10;119;7;4;0;0;0;0;13;417;417;739;16
'050931B0100;233;292;3;295;8;142;2;11;30;3;78;9;5;0;1;0;2;4;295;295;512;16
'050931C0100;228;295;5;299;13;158;4;5;31;5;68;6;1;0;1;0;1;6;299;299;511;16
'050932B0100;328;381;3;383;18;189;2;11;39;6;96;7;4;0;0;0;0;11;383;383;696;16
'050932C0100;355;356;2;5;14;163;4;13;48;9;76;4;3;0;0;0;0;6;340;340;695;16
'050933B0100;244;243;2;259;9;111;2;16;38;3;66;4;3;SIN DATO;SIN DATO;SIN DATO;SIN DATO;7;259;259;482;16
'050933C0100;216;280;3;283;8;124;3;10;45;6;68;10;2;0;3;0;0;3;283;282;482;16
'050934B0100;179;314;3;314;17;164;0;16;33;4;68;9;SIN DATO;SIN DATO;1;1;SIN DATO;4;314;317;478;16
'050934C0100;189;302;2;302;11;162;3;11;27;5;64;7;3;0;1;0;1;7;302;302;477;16
'050935B0100;215;247;0;263;7;129;1;7;26;9;58;8;2;0;0;SIN DATO;SIN DATO;16;263;263;492;16
'050935C0100;256;252;3;251;15;110;3;8;31;7;60;12;0;0;0;0;0;5;0;251;492;16
'050936B0100;308;420;0;420;22;188;6;18;42;7;103;9;3;0;2;4;0;16;420;420;714;16
'050936C0100;343;384;3;0;18;181;1;16;50;13;80;9;2;0;1;3;2;11;387;387;714;16
'050936C0200;305;421;5;426;12;223;3;17;48;14;83;8;5;1;2;0;0;10;426;426;714;16
'050937B0100;286;389;2;391;16;156;3;24;59;8;101;12;2;0;0;2;SIN DATO;8;391;391;659;16
'050937C0100;262;413;3;413;24;183;9;25;51;9;91;9;3;0;0;0;1;8;413;413;659;16
'050938B0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;569;16
'050938C0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;569;16
'050938C0200;247;332;5;337;9;218;3;4;24;7;54;11;1;0;1;0;0;5;337;337;568;16
'050939B0100;163;292;3;295;17;144;1;9;38;4;68;3;0;0;2;1;0;8;295;295;441;16
'050939C0100;180;277;5;277;17;121;1;10;43;6;65;3;2;0;0;0;0;9;277;277;441;16
'050940B0100;152;0;3;0;10;192;1;3;40;6;56;12;2;1;2;1;0;8;334;334;472;16
'050940C0100;171;312;3;0;6;174;0;14;41;10;55;6;2;0;0;SIN DATO;SIN DATO;7;315;315;472;16
'050941B0100;250;329;2;331;6;175;6;8;55;4;58;7;1;0;4;0;0;7;331;331;565;16
'050941C0100;215;363;3;366;7;212;6;12;41;8;57;12;4;0;1;0;0;6;366;366;565;16
'050942B0100;255;361;2;363;5;211;3;5;52;7;57;5;6;0;0;0;0;12;363;363;602;16
'050942C0100;0;0;0;0;7;220;2;6;46;13;79;15;3;0;2;1;0;9;403;403;602;16
'050944B0100;327;231;4;235;1;109;2;9;17;7;77;6;1;0;2;0;0;4;235;235;546;16
'050944C0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;545;16
'050945B0100;302;302;1;303;5;145;6;24;13;13;79;9;1;0;0;2;0;6;303;303;589;16
'050945C0100;316;293;3;296;6;146;17;16;19;9;64;8;3;0;2;0;0;6;296;296;589;16
'050946B0100;374;318;4;322;5;154;9;17;33;9;76;7;1;1;0;0;0;10;322;322;682;16
'050946C0100;384;304;1;314;8;168;4;9;21;4;72;9;3;1;1;2;0;12;314;314;682;16
'050946C0200;363;332;3;335;10;191;5;13;31;6;62;4;1;0;0;2;0;10;335;335;682;16
'050946C0300;407;290;4;291;3;161;4;10;19;8;67;3;1;1;1;0;0;13;291;291;682;16
'050946C0400;344;344;3;347;1;210;6;6;32;2;75;5;3;0;0;2;1;5;347;348;682;16
'050946C0500;380;315;3;318;8;203;6;8;20;2;51;5;3;0;1;1;0;11;318;319;682;16
'050946C0600;364;331;2;333;7;184;4;11;18;3;86;9;2;1;0;0;SIN DATO;8;333;333;681;16
'050946C0700;354;0;2;343;7;179;6;18;30;1;83;3;3;0;0;0;0;13;343;343;681;16
'050946C0800;391;303;2;305;6;177;3;12;30;8;48;5;5;0;2;0;SIN DATO;9;305;305;681;16
'050947B0100;209;275;5;280;14;137;2;5;48;7;57;4;2;0;0;0;0;4;280;280;473;16
'050947C0100;197;286;6;292;8;149;1;6;30;4;79;2;3;0;0;2;0;8;292;292;473;16
'050948B0100;229;249;6;255;11;118;3;107;28;0;68;3;2;0;0;0;0;7;255;347;468;16
'050948C0100;204;277;2;279;11;156;2;5;18;4;69;4;4;0;0;0;2;4;279;279;467;16
'050949B0100;332;353;2;354;5;157;4;9;42;8;105;12;2;0;1;1;1;7;354;354;671;16
'050949C0100;355;330;2;332;12;161;4;12;41;13;69;9;2;0;0;2;0;7;332;332;671;16
'050949C0200;362;324;1;325;9;150;3;15;40;6;77;13;4;1;1;0;0;6;325;325;670;16
'050949C0300;361;325;2;325;10;140;1;14;47;7;93;5;4;0;0;0;SIN DATO;4;325;325;670;16
'050949C0400;370;0;1;316;9;148;1;8;37;4;95;8;2;SIN DATO;SIN DATO;1;SIN DATO;3;316;316;670;16
'050949C0500;329;354;3;357;10;166;1;10;44;5;103;6;5;0;1;0;0;6;357;357;670;16
'050949C0600;351;339;2;341;8;150;6;13;43;11;92;9;1;0;2;0;0;6;341;341;670;16
'050949C0700;0;0;0;319;10;148;3;9;39;8;87;10;5;0;0;0;0;9;319;328;670;16
'050949C0800;250;351;2;354;3;156;7;18;47;8;86;13;7;0;1;0;0;8;354;354;670;16
'050950B0100;337;0;1;0;14;194;6;15;40;6;94;9;2;2;2;0;0;9;393;393;713;16
'050950C0100;356;373;0;0;13;183;3;20;44;8;78;10;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;11;373;372;713;16
'050950C0200;385;343;0;343;9;189;4;14;32;5;77;3;3;0;0;0;0;7;343;343;712;16
'050950C0300;362;365;1;366;12;189;2;5;52;5;84;3;5;0;4;1;SIN DATO;4;366;366;712;16
'050950C0400;373;355;0;0;10;153;3;12;52;10;87;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;327;712;16
'050950C0500;379;349;0;347;11;171;1;12;40;6;85;4;3;0;1;3;0;10;347;347;712;16
'050950C0600;389;338;1;339;7;184;7;10;27;8;82;8;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;339;333;712;16
'050950C0700;383;343;3;346;5;190;2;9;42;3;73;9;4;SIN DATO;SIN DATO;SIN DATO;SIN DATO;11;343;348;712;16
'050951B0100;345;350;1;350;2;185;1;12;36;3;85;17;0;0;0;0;0;9;350;350;679;16
'050951C0100;350;343;2;345;13;192;1;9;36;3;70;9;3;0;2;0;1;6;345;345;679;16
'050952B0100;336;402;5;408;14;186;1;10;51;17;96;14;5;0;1;2;0;11;408;408;728;16
'050952C0100;335;405;4;409;16;201;3;5;39;7;105;10;9;0;0;1;0;13;409;409;728;16
'050952C0200;353;387;4;391;21;195;4;12;37;12;84;10;4;0;1;2;0;9;391;391;728;16
'050952C0300;327;412;5;409;21;214;2;14;39;4;85;13;4;0;1;3;0;9;409;409;728;16
'050952C0400;353;387;3;394;15;188;4;25;43;9;92;8;2;0;1;2;0;5;394;394;727;16
'050952C0500;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;727;16
'050953B0100;234;371;5;376;9;188;2;12;37;9;102;6;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;9;0;376;595;16
'050953C0100;257;351;2;353;13;154;7;20;39;9;83;18;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;10;353;353;595;16
'050954B0100;247;374;4;374;13;194;1;10;48;5;83;9;3;0;0;0;0;8;374;374;605;16
'050954C0100;241;375;3;379;15;192;3;9;36;7;98;6;4;0;1;0;0;8;379;379;604;16
'050955B0100;206;330;4;334;17;152;2;15;34;5;97;6;1;0;0;0;0;5;334;334;523;16
'050955C0100;203;335;3;335;8;170;4;13;35;8;80;5;2;1;0;8;0;8;335;342;523;16
'050956B0100;252;371;1;372;21;166;6;15;46;15;95;1;1;0;0;0;0;6;372;372;608;16
'050956C0100;265;354;4;358;10;152;4;16;39;9;112;5;1;0;1;0;0;9;358;358;607;16
'050957B0100;196;379;4;384;23;185;5;7;59;8;83;4;0;0;1;0;0;9;384;384;566;16
'050957C0100;191;388;2;390;16;208;2;7;59;9;79;4;2;0;0;1;2;1;390;390;565;16
'050958B0100;164;354;4;358;20;175;3;10;52;6;70;8;3;0;1;3;0;7;358;358;508;16
'050958C0100;176;344;4;348;17;151;2;8;45;7;92;7;6;0;0;2;2;9;348;348;508;16
'050959B0100;272;316;0;316;10;146;1;15;50;8;66;10;0;0;0;0;0;10;316;316;572;16
'050959C0100;288;295;4;299;9;142;2;7;35;11;70;4;5;1;0;2;0;11;299;299;571;16
'050960B0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;469;16
'050960C0100;189;295;1;295;7;150;2;12;33;4;66;9;2;0;0;0;1;9;295;295;468;16
'050961B0100;256;334;2;672;10;148;2;8;45;7;92;11;1;0;2;0;0;10;336;336;577;16
'050961C0100;0;324;3;4;5;159;0;3;56;4;71;12;3;SIN DATO;SIN DATO;SIN DATO;SIN DATO;10;323;323;576;16
'050961C0200;254;336;2;336;12;168;2;4;48;6;76;8;2;0;1;1;0;10;338;338;576;16
'050961S0100;328;688;0;0;31;308;10;16;104;17;158;17;8;1;2;1;3;11;688;687;0;16
'050961S0200;141;870;0;0;45;428;21;19;157;13;155;20;4;0;0;1;1;12;876;876;0;16
'050962B0100;295;435;3;0;15;246;1;9;50;3;95;8;2;0;0;1;0;10;440;440;717;16
'050963B0100;289;315;1;315;7;132;3;8;43;10;94;7;3;0;0;0;0;9;315;316;588;16
'050963C0100;259;342;2;345;11;169;0;10;38;5;89;8;1;0;0;1;1;12;345;345;588;16
'050964B0100;280;316;4;320;12;128;1;17;42;10;91;6;1;0;1;1;0;10;320;320;584;16
'050964C0100;316;281;2;283;7;121;2;9;51;4;68;8;3;1;0;0;0;8;283;282;583;16
'050965B0100;353;381;3;381;9;165;2;16;59;6;96;7;5;0;0;0;0;6;381;371;718;16
'050965C0100;331;402;1;402;7;193;2;10;28;4;7;132;4;2;0;0;0;13;402;402;717;16
'050966B0100;287;450;5;455;28;209;12;6;46;10;108;14;6;0;5;2;0;9;455;455;726;16
'050966C0100;295;443;2;446;27;221;5;15;46;9;97;8;6;0;2;0;0;10;446;446;725;16
'050967B0100;350;349;4;353;6;169;14;11;29;7;87;10;5;0;1;0;0;14;353;353;687;16
'050967C0100;348;351;0;354;5;170;22;11;38;3;99;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;6;354;354;686;16
'050967C0200;360;340;7;347;5;182;22;6;32;7;77;3;0;2;0;0;0;11;347;347;686;16
'050968B0100;286;348;2;350;10;139;67;19;22;4;70;2;2;0;1;0;0;19;350;355;623;16
'050968C0100;312;315;2;315;13;109;58;15;27;4;78;6;3;0;2;0;SIN DATO;14;315;329;623;16
'050969B0100;0;0;0;0;3;185;12;9;27;6;82;9;7;0;0;SIN DATO;SIN DATO;9;349;349;683;16
'050969C0100;308;391;0;390;7;225;10;11;27;4;75;12;5;0;0;0;0;14;390;390;683;16
'050969C0200;0;0;0;0;7;182;22;13;32;4;58;6;4;SIN DATO;SIN DATO;SIN DATO;1;10;0;339;683;16
'050969C0300;351;0;0;0;66;186;13;14;21;4;69;7;5;3;1;0;2;17;0;408;683;16
'050969C0400;383;316;3;316;10;168;24;7;20;3;65;8;4;0;1;0;0;6;316;316;683;16
'050970B0100;336;377;2;379;11;184;3;26;46;5;80;5;3;0;1;0;0;15;379;379;694;16
'050970C0100;324;381;5;386;9;185;5;22;59;9;69;10;5;1;1;1;0;10;386;386;694;16
'050970C0200;349;358;3;361;12;162;8;20;51;4;81;13;1;0;0;0;0;9;361;361;694;16
'050970C0300;341;365;1;369;17;166;7;24;47;13;81;5;1;0;0;1;SIN DATO;12;369;374;694;16
'050970C0400;345;360;4;365;11;180;8;24;42;4;86;2;1;0;0;0;1;6;365;365;694;16
'050970C0500;340;374;4;380;8;176;3;26;51;10;91;5;4;1;0;1;0;4;380;380;694;16
'050970C0600;313;392;5;397;13;195;7;20;44;12;85;7;1;0;0;2;0;11;397;397;694;16
'050970C0700;348;357;5;362;12;173;6;23;40;7;78;11;3;0;0;0;0;9;362;362;694;16
'050970C0800;301;403;5;408;15;197;4;25;46;5;85;9;2;0;1;SIN DATO;SIN DATO;19;408;408;694;16
'050970C0900;338;0;4;371;12;173;11;25;44;5;74;6;5;1;0;1;0;14;371;371;693;16
'050970C1000;333;373;3;376;7;183;4;26;43;7;87;5;1;0;0;0;0;13;376;376;693;16
'050971B0100;238;348;2;348;33;151;10;6;38;7;87;7;2;0;0;1;0;6;348;348;543;16
'050971C0100;246;313;3;313;15;129;4;11;60;7;69;6;4;0;1;1;0;SIN DATO;313;307;543;16
'050971C0200;242;313;3;316;13;142;4;4;25;6;100;6;1;1;2;1;0;11;316;316;542;16
'050972B0100;276;393;1;394;17;177;2;12;71;4;78;9;9;0;0;2;0;13;394;394;654;16
'050972C0100;285;384;1;7;13;174;2;25;64;3;89;9;0;0;0;0;0;6;385;385;654;16
'050972C0200;281;385;2;388;20;188;1;12;42;13;92;7;1;0;0;0;0;12;388;388;653;16
'050973B0100;279;311;2;313;6;137;4;11;47;10;72;11;3;0;2;1;0;9;313;313;576;16
'050973C0100;280;309;3;312;11;134;4;18;44;2;84;7;1;0;0;0;0;7;312;312;576;16
'050973C0200;265;320;5;325;9;162;0;10;37;5;82;8;5;0;0;1;0;6;325;325;575;16
'050974B0100;267;453;0;0;8;233;2;8;64;14;105;10;2;1;0;0;0;6;453;453;704;16
'050974C0100;268;449;2;0;10;211;1;8;74;9;101;14;7;0;0;0;0;16;451;451;703;16
'050975B0100;256;386;3;389;9;173;6;14;48;7;109;7;2;0;1;0;1;12;389;389;629;16
'050975C0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;628;16
'050976B0100;256;443;5;448;56;202;1;2;63;16;75;16;5;0;1;3;0;8;448;448;688;16
'050976C0100;221;481;4;482;55;229;3;6;72;12;78;17;5;0;0;1;2;2;482;482;688;16
'050977B0100;310;432;3;435;25;231;1;7;53;7;97;2;4;0;0;1;0;7;435;435;729;16
'050977C0100;303;438;4;442;29;234;4;9;45;10;97;7;1;0;1;0;1;4;442;442;729;16
'050977C0200;288;453;3;456;13;244;2;10;66;10;100;6;0;0;0;0;0;5;456;456;729;16
'050977C0300;265;478;2;481;36;223;3;16;56;17;100;20;2;1;SIN DATO;SIN DATO;SIN DATO;7;481;481;729;16
'050977C0400;288;454;2;456;24;211;1;11;70;9;102;19;0;0;0;1;0;8;456;456;729;16
'050978B0100;273;412;3;415;20;187;3;18;51;5;113;9;2;0;1;0;0;6;415;415;672;16
'050978C0100;293;393;2;394;24;185;1;11;53;7;88;9;7;1;1;0;0;7;394;394;672;16
'050979B0100;308;403;3;403;6;209;8;22;28;6;94;14;2;1;3;1;0;9;403;403;696;16
'050979C0100;312;399;2;395;12;185;7;22;38;14;83;10;8;2;2;1;SIN DATO;8;395;392;695;16
'050979C0200;329;376;5;382;8;186;4;18;37;9;92;12;5;0;0;0;0;11;382;382;695;16
'050979C0300;314;395;2;397;9;191;8;22;36;11;97;7;6;0;1;0;0;9;397;397;695;16
'050980B0100;345;374;5;374;8;212;3;19;35;5;73;8;4;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;367;703;16
'050980C0100;355;357;7;364;6;181;4;24;33;6;91;7;2;0;2;0;0;8;364;364;703;16
'050980C0200;339;375;5;380;9;203;4;15;35;3;97;8;2;0;1;1;SIN DATO;2;380;380;703;16
'050980C0300;298;420;2;420;5;227;3;24;35;7;97;8;2;0;0;0;0;12;420;420;702;16
'050981B0100;275;381;5;386;9;186;3;14;11;11;89;13;6;0;3;0;SIN DATO;11;386;356;645;16
'050981C0100;281;379;1;380;10;199;0;13;47;9;74;7;5;0;0;2;0;14;380;380;645;16
'050981C0200;295;365;1;366;12;178;2;21;38;15;82;5;3;0;1;0;0;8;365;365;645;16
'050981C0300;333;327;5;327;11;160;4;13;34;5;82;11;1;0;0;1;0;5;327;327;644;16
'050981C0400;287;371;2;371;8;195;4;12;35;6;89;10;0;0;1;0;0;8;368;368;644;16
'050982B0100;239;379;2;381;21;168;2;8;64;4;79;12;2;1;1;1;0;18;381;381;604;16
'050982C0100;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;604;16
'050983B0100;231;425;1;425;16;193;0;11;66;11;104;13;4;0;1;2;0;4;425;425;641;16
'050983C0100;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;640;16
'050984B0100;257;448;3;448;19;206;2;14;69;15;95;7;0;0;4;1;0;16;448;448;688;16
'050984C0100;241;463;3;463;20;210;5;9;71;7;113;15;3;0;1;1;0;8;463;463;688;16
'050985B0100;302;381;2;383;12;191;2;15;47;8;88;9;3;0;1;0;0;7;383;383;670;16
'050985C0100;286;397;3;400;10;185;7;12;57;11;98;9;1;0;1;1;0;8;400;400;670;16
'050985C0200;495;405;4;818;14;186;1;15;51;12;100;4;7;1;4;1;SIN DATO;0;409;396;669;16
'050986B0100;296;330;3;333;7;156;7;16;39;14;82;5;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;7;333;333;613;16
'050986C0100;258;368;3;371;8;171;5;24;52;5;88;5;2;1;0;0;0;10;371;371;613;16
'050986C0200;295;330;3;333;9;164;7;19;36;7;73;7;3;0;1;1;0;6;333;333;612;16
'050987B0100;0;0;0;0;9;186;7;17;35;14;98;12;3;0;1;0;0;5;0;387;743;16
'050987C0100;321;434;4;438;9;216;7;14;48;9;107;9;6;0;3;0;0;10;438;438;743;16
'050987C0200;369;381;7;388;13;181;5;13;56;9;85;9;4;0;1;0;0;12;388;388;742;16
'050987C0300;395;362;1;0;8;165;4;15;55;6;88;5;5;0;1;0;0;11;363;363;742;16
'050987C0400;0;0;0;0;17;202;3;8;54;9;78;11;0;0;0;0;0;5;387;387;742;16
'050987C0500;379;375;4;379;11;181;11;11;56;8;80;10;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;10;0;379;742;16
'050987C0600;358;0;4;400;14;192;13;16;41;8;96;7;2;1;2;0;0;8;400;400;742;16
'050987C0700;378;380;3;380;5;215;3;19;37;4;77;12;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;8;0;380;742;16
'050987C0800;375;381;2;383;12;200;7;12;38;5;84;10;1;1;2;1;0;9;382;382;742;16
'050987C0900;379;379;3;379;19;172;4;11;41;7;106;6;4;0;0;0;0;9;379;379;742;16
'050988B0100;231;335;2;337;55;155;3;5;32;12;56;10;1;0;0;2;0;6;337;337;552;16
'050988C0100;220;343;4;347;43;163;2;5;39;11;61;11;1;1;1;3;0;6;347;347;552;16
'050988C0200;0;0;0;0;34;164;3;7;36;10;55;9;3;0;2;1;0;9;333;333;552;16
'050989B0100;329;386;3;389;6;189;4;11;63;11;90;5;4;0;0;0;0;6;389;389;702;16
'050989C0100;282;437;0;433;9;206;1;18;66;6;89;14;7;0;1;1;1;14;433;433;701;16
'050990B0100;223;372;3;375;20;144;1;11;76;13;90;10;1;0;1;1;1;6;375;375;582;16
